plant_id_eia,plant_primary_fuel,data_availability,ba_code,ba_code_physical,state,distribution_flag,fuel_category,fuel_category_eia930,timezone,shaped_plant_id
54454,WND,eia_only,CISO,CISO,CA,True,wind,wind,America/Los_Angeles,903912
54457,DFO,eia_only,SOCO,SOCO,GA,True,petroleum,petroleum,America/New_York,917908
54462,WAT,eia_only,SOCO,SOCO,GA,False,hydro,hydro,America/New_York,917904
54464,BLQ,eia_only,SOCO,SOCO,GA,True,biomass,other,America/New_York,917901
54466,NG,cems_and_eia,FPC,FPC,FL,False,natural_gas,natural_gas,America/New_York,
54471,WAT,eia_only,ISNE,ISNE,NH,True,hydro,hydro,America/New_York,911304
54472,MSB,eia_only,PACE,PACE,WY,True,waste,other,America/Denver,915411
54476,NG,cems_and_eia,PSEI,PSEI,WA,False,natural_gas,natural_gas,America/Los_Angeles,916105
54477,NG,eia_only,CISO,CISO,CA,False,natural_gas,natural_gas,America/Los_Angeles,903905
54512,NG,eia_only,MISO,MISO,LA,True,natural_gas,natural_gas,America/Chicago,912905
54513,NG,eia_only,PJM,PJM,IL,True,natural_gas,natural_gas,America/Chicago,915705
54514,WAT,eia_only,IPCO,IPCO,ID,True,hydro,hydro,America/Boise,911004
54515,DFO,eia_only,ISNE,ISNE,NH,True,petroleum,petroleum,America/New_York,
54517,WDS,eia_only,CISO,CISO,CA,False,biomass,other,America/Los_Angeles,903901
54518,NG,eia_only,MISO,MISO,LA,False,natural_gas,natural_gas,America/Chicago,912905
54520,NG,eia_only,ERCO,ERCO,TX,True,natural_gas,natural_gas,America/Chicago,907705
54523,NG,eia_only,PJM,PJM,IL,True,natural_gas,natural_gas,America/Chicago,915705
54524,WAT,eia_only,IPCO,IPCO,ID,False,hydro,hydro,America/Boise,911004
54525,WAT,eia_only,PJM,PJM,IL,True,hydro,hydro,America/Chicago,915704
54533,SUB,eia_only,MISO,MISO,MN,False,coal,coal,America/Chicago,912902
54536,LFG,eia_only,MISO,MISO,MI,True,biomass,other,America/Detroit,912901
54537,NG,cems_and_eia,PSEI,PSEI,WA,False,natural_gas,natural_gas,America/Los_Angeles,
54538,NG,cems_and_eia,SOCO,SOCO,GA,False,natural_gas,natural_gas,America/New_York,
54539,LFG,eia_only,MISO,MISO,MI,True,biomass,other,America/Detroit,912901
54540,NG,eia_only,PJM,PJM,IL,True,natural_gas,natural_gas,America/Chicago,915705
54547,NG,cems_and_eia,NYIS,NYIS,NY,False,natural_gas,natural_gas,America/New_York,914705
54548,WAT,eia_only,NYIS,NYIS,NY,True,hydro,hydro,America/New_York,914704
54549,LFG,eia_only,MISO,MISO,MI,True,biomass,other,America/Detroit,912901
54550,NG,eia_only,SOCO,SOCO,AL,True,natural_gas,natural_gas,America/Chicago,917905
54554,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
54555,WAT,eia_only,CISO,CISO,CA,False,hydro,hydro,America/Los_Angeles,903904
54556,NG,cems_and_eia,PJM,PJM,IL,True,natural_gas,natural_gas,America/Chicago,
54558,WAT,eia_only,IPCO,IPCO,ID,True,hydro,hydro,America/Boise,911004
54562,BLQ,eia_only,BPAT,BPAT,WA,False,biomass,other,America/Los_Angeles,902701
54566,DFO,eia_only,SOCO,SOCO,GA,True,petroleum,petroleum,America/New_York,917908
54567,LFG,eia_only,CISO,CISO,CA,True,biomass,other,America/Los_Angeles,903901
54569,OBG,eia_only,PJM,PJM,NJ,True,biomass,other,America/New_York,915701
54572,WAT,eia_only,ISNE,ISNE,NH,True,hydro,hydro,America/New_York,911304
54573,WAT,eia_only,NYIS,NYIS,NY,True,hydro,hydro,America/New_York,914704
54574,NG,cems_and_eia,NYIS,NYIS,NY,False,natural_gas,natural_gas,America/New_York,914705
54580,WAT,eia_only,NYIS,NYIS,NY,False,hydro,hydro,America/New_York,914704
54586,NG,cems_and_eia,ISNE,ISNE,MA,False,natural_gas,natural_gas,America/New_York,911305
54592,NG,cems_and_eia,NYIS,NYIS,NY,False,natural_gas,natural_gas,America/New_York,914705
54593,NG,cems_and_eia,NYIS,NYIS,NY,False,natural_gas,natural_gas,America/New_York,914705
54594,NG,eia_only,WALC,WALC,AZ,True,natural_gas,natural_gas,America/Phoenix,919805
54604,NG,eia_only,MISO,MISO,MI,True,natural_gas,natural_gas,America/Detroit,912905
54605,NG,cems_and_eia,ISNE,ISNE,CT,True,natural_gas,natural_gas,America/New_York,911305
54618,WDS,eia_only,DUK,DUK,NC,False,biomass,other,America/New_York,906901
54620,WDS,eia_only,ISNE,ISNE,MA,False,biomass,other,America/New_York,911301
54623,OBG,eia_only,FPL,FPL,FL,True,biomass,other,America/New_York,908101
54624,OBG,eia_only,FPL,FPL,FL,True,biomass,other,America/New_York,908101
54625,MSN,eia_only,PJM,PJM,PA,False,waste,other,America/New_York,915711
54626,WDS,eia_only,CISO,CISO,CA,False,biomass,other,America/Los_Angeles,903901
54627,AB,eia_only,FPL,FPL,FL,False,biomass,other,America/New_York,908101
54628,NG,eia_only,EPE,EPE,TX,True,natural_gas,natural_gas,America/Denver,907605
54630,NG,eia_only,PSCO,PSCO,CO,False,natural_gas,natural_gas,America/Denver,916005
54634,WC,cems_and_eia,PJM,PJM,PA,False,coal,coal,America/New_York,
54637,NG,eia_only,MISO,MISO,TX,False,natural_gas,natural_gas,America/Chicago,912905
54638,BLQ,cems_and_eia,PJM,PJM,PA,False,biomass,other,America/New_York,915701
54639,WAT,eia_only,ISNE,ISNE,NH,True,hydro,hydro,America/New_York,911304
54640,NG,cems_and_eia,PJM,PJM,NJ,False,natural_gas,natural_gas,America/New_York,
54646,RFO,eia_only,HECO,HECO,HI,False,petroleum,petroleum,Pacific/Honolulu,910008
54647,WND,eia_only,CISO,CISO,CA,False,wind,wind,America/Los_Angeles,903912
54650,WND,eia_only,CISO,CISO,CA,True,wind,wind,America/Los_Angeles,
54653,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,
54654,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
54655,WAT,eia_only,PJM,PJM,VA,True,hydro,hydro,America/New_York,915704
54656,BLQ,eia_only,CPLE,CPLE,NC,True,biomass,other,America/New_York,904301
54661,LFG,eia_only,MISO,MISO,WI,True,biomass,other,America/Chicago,912901
54662,LFG,eia_only,PJM,PJM,IL,True,biomass,other,America/Chicago,915701
54663,LFG,eia_only,ISNE,ISNE,NH,True,biomass,other,America/New_York,911301
54665,GEO,eia_only,NEVP,NEVP,NV,False,geothermal,other,America/Los_Angeles,913703
54666,GEO,eia_only,NEVP,NEVP,NV,False,geothermal,other,America/Los_Angeles,913703
54667,NG,eia_only,PNM,PNM,NM,False,natural_gas,natural_gas,America/Denver,915905
54668,WAT,eia_only,BPAT,BPAT,ID,True,hydro,hydro,America/Boise,902704
54674,WAT,eia_only,AVA,AVA,ID,True,hydro,hydro,America/Los_Angeles,901804
54675,WAT,eia_only,DUK,DUK,SC,True,hydro,hydro,America/New_York,906904
54676,NG,eia_only,ERCO,ERCO,TX,False,natural_gas,natural_gas,America/Chicago,907705
54677,WH,eia_only,MISO,MISO,LA,True,other,other,America/Chicago,912907
54678,WAT,eia_only,MISO,MISO,LA,False,hydro,hydro,America/Chicago,912904
54679,WAT,eia_only,PSCO,PSCO,CO,True,hydro,hydro,America/Denver,916004
54680,WAT,eia_only,PSCO,PSCO,CO,True,hydro,hydro,America/Denver,916004
54686,WND,eia_only,CISO,CISO,CA,True,wind,wind,America/Los_Angeles,903912
54688,WAT,eia_only,ISNE,ISNE,RI,True,hydro,hydro,America/New_York,
54689,GEO,eia_only,IID,IID,CA,False,geothermal,other,America/Los_Angeles,910603
54690,NG,eia_only,IPCO,IPCO,ID,True,natural_gas,natural_gas,America/Boise,911005
54691,WAT,eia_only,NYIS,NYIS,NY,True,hydro,hydro,America/New_York,914704
54693,NG,eia_only,PJM,PJM,PA,False,natural_gas,natural_gas,America/New_York,915705
54694,NG,cems_and_eia,AZPS,AZPS,AZ,False,natural_gas,natural_gas,America/Phoenix,
54700,LFG,eia_only,MISO,MISO,IA,True,biomass,other,America/Chicago,912901
54710,DFO,eia_only,MISO,MISO,IA,True,petroleum,petroleum,America/Chicago,912908
54712,DFO,eia_only,MISO,MISO,IA,True,petroleum,petroleum,America/Chicago,912908
54714,DFO,eia_only,MISO,MISO,IA,True,petroleum,petroleum,America/Chicago,912908
54715,DFO,eia_only,MISO,MISO,IA,True,petroleum,petroleum,America/Chicago,912908
54716,DFO,eia_only,MISO,MISO,IA,True,petroleum,petroleum,America/Chicago,912908
54717,DFO,eia_only,MISO,MISO,IA,True,petroleum,petroleum,America/Chicago,912908
54718,DFO,eia_only,MISO,MISO,IA,True,petroleum,petroleum,America/Chicago,912908
54719,DFO,eia_only,MISO,MISO,IA,True,petroleum,petroleum,America/Chicago,912908
54720,DFO,eia_only,MISO,MISO,IA,True,petroleum,petroleum,America/Chicago,912908
54721,WAT,eia_only,PACW,PACW,OR,False,hydro,hydro,America/Los_Angeles,915504
54723,LFG,eia_only,PJM,PJM,VA,True,biomass,other,America/New_York,915701
54724,GEO,eia_only,IID,IID,CA,False,geothermal,other,America/Los_Angeles,910603
54729,WAT,eia_only,WACM,WACM,CO,True,hydro,hydro,America/Denver,919704
54730,NG,eia_only,SOCO,SOCO,AL,True,natural_gas,natural_gas,America/Chicago,
54731,DFO,eia_only,MISO,MISO,IN,False,petroleum,petroleum,America/Indiana/Indianapolis,912908
54734,DFO,eia_only,PNM,PNM,NM,False,petroleum,petroleum,America/Denver,915908
54735,DFO,eia_only,MISO,MISO,IA,True,petroleum,petroleum,America/Chicago,912908
54744,WH,eia_only,MISO,MISO,MS,False,other,other,America/Chicago,
54746,MSN,eia_only,PJM,PJM,PA,False,waste,other,America/New_York,915711
54748,NG,eia_only,MISO,MISO,TX,False,natural_gas,natural_gas,America/Chicago,912905
54749,NG,cems_and_eia,CISO,CISO,CA,False,natural_gas,natural_gas,America/Los_Angeles,903905
54750,WND,eia_only,CISO,CISO,CA,False,wind,wind,America/Los_Angeles,903912
54751,WDS,cems_and_eia,MISO,MISO,MI,True,biomass,other,America/Detroit,
54752,BLQ,eia_only,SOCO,SOCO,AL,False,biomass,other,America/Chicago,917901
54753,WAT,eia_only,IPCO,IPCO,ID,False,hydro,hydro,America/Boise,911004
54756,LFG,eia_only,MISO,MISO,MI,True,biomass,other,America/Detroit,912901
54757,LFG,eia_only,MISO,MISO,MI,True,biomass,other,America/Detroit,912901
54758,MSN,eia_only,ISNE,ISNE,CT,False,waste,other,America/New_York,911311
54761,NG,cems_and_eia,PACW,BPAT,OR,False,natural_gas,natural_gas,America/Los_Angeles,
54763,BLQ,eia_only,SOCO,SOCO,AL,False,biomass,other,America/Chicago,917901
54766,DFO,eia_only,PJM,PJM,VA,True,petroleum,petroleum,America/New_York,915708
54768,NG,cems_and_eia,CISO,CISO,CA,False,natural_gas,natural_gas,America/Los_Angeles,903905
54769,DFO,eia_only,NYIS,NYIS,NY,True,petroleum,petroleum,America/New_York,914708
54772,WAT,eia_only,NYIS,NYIS,NY,True,hydro,hydro,America/New_York,914704
54775,NG,eia_only,MISO,MISO,IA,False,natural_gas,natural_gas,America/Chicago,912905
54780,NG,eia_only,MISO,MISO,IL,False,natural_gas,natural_gas,America/Chicago,912905
54781,LFG,eia_only,PJM,PJM,VA,True,biomass,other,America/New_York,915701
54782,LFG,eia_only,NYIS,NYIS,NY,True,biomass,other,America/New_York,914701
54785,NG,cems_and_eia,PJM,PJM,PA,False,natural_gas,natural_gas,America/New_York,
54788,NG,eia_only,PJM,PJM,IL,True,natural_gas,natural_gas,America/Chicago,915705
54789,BLQ,eia_only,SOCO,SOCO,AL,True,biomass,other,America/Chicago,917901
54790,NG,eia_only,PJM,PJM,IL,True,natural_gas,natural_gas,America/Chicago,915705
54793,WND,eia_only,MISO,MISO,IA,False,wind,wind,America/Chicago,912912
54795,NG,cems_and_eia,PJM,PJM,MD,True,natural_gas,natural_gas,America/New_York,
54800,NG,eia_only,CISO,CISO,CA,True,natural_gas,natural_gas,America/Los_Angeles,903905
54801,WAT,eia_only,DUK,DUK,NC,True,hydro,hydro,America/New_York,906904
54802,BLQ,cems_and_eia,SOCO,SOCO,AL,True,biomass,other,America/Chicago,917901
54803,DFO,eia_only,ISNE,ISNE,NH,True,petroleum,petroleum,America/New_York,911308
54805,NG,cems_and_eia,ISNE,ISNE,MA,False,natural_gas,natural_gas,America/New_York,
54808,NG,eia_only,NYIS,NYIS,NY,True,natural_gas,natural_gas,America/New_York,914705
54809,NG,eia_only,SCL,SCL,WA,True,natural_gas,natural_gas,America/Los_Angeles,916605
54812,WAT,eia_only,IPCO,IPCO,ID,True,hydro,hydro,America/Boise,911004
54813,DFO,eia_only,SOCO,SOCO,GA,False,petroleum,petroleum,America/New_York,917908
54816,DFO,eia_only,SOCO,SOCO,GA,False,petroleum,petroleum,America/New_York,
54817,NG,cems_and_eia,ERCO,ERCO,TX,False,natural_gas,natural_gas,America/Chicago,
54818,DFO,eia_only,SOCO,SOCO,GA,True,petroleum,petroleum,America/New_York,917908
54823,DFO,eia_only,CPLE,CPLE,NC,True,petroleum,petroleum,America/New_York,904308
54827,WAT,eia_only,HECO,HECO,HI,False,hydro,hydro,Pacific/Honolulu,910004
54829,NG,eia_only,PJM,PJM,NJ,True,natural_gas,natural_gas,America/New_York,915705
54830,DFO,eia_only,SOCO,SOCO,GA,True,petroleum,petroleum,America/New_York,917908
54832,NG,cems_and_eia,PJM,PJM,MD,False,natural_gas,natural_gas,America/New_York,
54834,DFO,eia_only,AKMS,AKMS,AK,True,petroleum,petroleum,America/Anchorage,990208
54835,DFO,eia_only,MISO,MISO,IN,False,petroleum,petroleum,America/Indiana/Indianapolis,912908
54839,DFO,eia_only,SOCO,SOCO,GA,True,petroleum,petroleum,America/New_York,917908
54844,NG,cems_and_eia,PJM,PJM,VA,False,natural_gas,natural_gas,America/New_York,
54845,DFO,eia_only,SOCO,SOCO,GA,True,petroleum,petroleum,America/New_York,917908
54848,DFO,eia_only,SOCO,SOCO,GA,False,petroleum,petroleum,America/New_York,917908
54850,WDS,eia_only,PJM,PJM,KY,True,biomass,other,America/New_York,915701
54851,NG,eia_only,MISO,MISO,WI,True,natural_gas,natural_gas,America/Chicago,912905
54854,NG,cems_and_eia,NEVP,NEVP,NV,True,natural_gas,natural_gas,America/Los_Angeles,913705
54855,NG,eia_only,PJM,PJM,IL,True,natural_gas,natural_gas,America/Chicago,
54858,DFO,eia_only,MISO,MISO,MO,True,petroleum,petroleum,America/Chicago,912908
54860,WAT,eia_only,PSEI,PSEI,WA,True,hydro,hydro,America/Los_Angeles,916104
54863,DFO,eia_only,NYIS,NYIS,NY,True,petroleum,petroleum,America/New_York,914708
54865,WAT,eia_only,NYIS,NYIS,NY,True,hydro,hydro,America/New_York,914704
54867,BIT,eia_only,MISO,MISO,MI,False,coal,coal,America/Detroit,912902
54877,DFO,eia_only,SOCO,SOCO,GA,False,petroleum,petroleum,America/New_York,917908
54878,WAT,eia_only,NYIS,NYIS,NY,False,hydro,hydro,America/New_York,914704
54882,DFO,eia_only,CPLE,CPLE,NC,False,petroleum,petroleum,America/New_York,904308
54885,WAT,eia_only,MISO,MISO,WI,True,hydro,hydro,America/Chicago,912904
54886,DFO,eia_only,PJM,PJM,IL,True,petroleum,petroleum,America/Chicago,915708
54887,DFO,eia_only,CPLE,CPLE,NC,True,petroleum,petroleum,America/New_York,904308
54890,LFG,eia_only,MISO,MISO,MI,False,biomass,other,America/Detroit,912901
54894,WAT,eia_only,YAD,DUK,NC,False,hydro,hydro,America/New_York,921004
54895,WAT,eia_only,YAD,DUK,NC,False,hydro,hydro,America/New_York,921004
54896,WAT,eia_only,YAD,DUK,NC,False,hydro,hydro,America/New_York,921004
54897,WAT,eia_only,YAD,DUK,NC,False,hydro,hydro,America/New_York,921004
54898,WAT,eia_only,TVA,TVA,NC,False,hydro,hydro,America/New_York,919404
54899,WAT,eia_only,TVA,TVA,NC,False,hydro,hydro,America/New_York,919404
54900,WAT,eia_only,TVA,TVA,TN,False,hydro,hydro,America/New_York,919404
54901,WAT,eia_only,TVA,TVA,TN,False,hydro,hydro,America/New_York,919404
54903,LFG,eia_only,MISO,MISO,MI,True,biomass,other,America/Detroit,912901
54906,DFO,eia_only,SOCO,SOCO,GA,True,petroleum,petroleum,America/New_York,917908
54907,NG,cems_and_eia,ISNE,ISNE,MA,True,natural_gas,natural_gas,America/New_York,911305
54908,AB,eia_only,MISO,MISO,ND,True,biomass,other,America/Chicago,912901
54909,WND,eia_only,CISO,CISO,CA,False,wind,wind,America/Los_Angeles,903912
54910,LFG,eia_only,MISO,MISO,MI,True,biomass,other,America/Detroit,912901
54912,NG,eia_only,CISO,CISO,CA,False,natural_gas,natural_gas,America/Los_Angeles,903905
54914,NG,cems_and_eia,NYIS,NYIS,NY,False,natural_gas,natural_gas,America/New_York,
54915,NG,cems_and_eia,MISO,MISO,MI,False,natural_gas,natural_gas,America/Detroit,
54918,NG,eia_only,MISO,MISO,MS,True,natural_gas,natural_gas,America/Chicago,912905
54925,LFG,eia_only,MISO,MISO,IN,True,biomass,other,America/Indiana/Indianapolis,912901
54926,LFG,eia_only,MISO,MISO,IN,True,biomass,other,America/Indiana/Indianapolis,912901
54927,NG,eia_only,MISO,MISO,LA,True,natural_gas,natural_gas,America/Chicago,912905
54929,DFO,eia_only,MISO,MISO,IA,True,petroleum,petroleum,America/Chicago,912908
54931,WND,eia_only,CISO,CISO,CA,False,wind,wind,America/Los_Angeles,903912
54933,NG,eia_only,PJM,PJM,IL,True,natural_gas,natural_gas,America/Chicago,
54936,NG,eia_only,CISO,CISO,CA,True,natural_gas,natural_gas,America/Los_Angeles,903905
54937,NG,eia_only,ISNE,ISNE,MA,True,natural_gas,natural_gas,America/New_York,911305
54939,LFG,eia_only,MISO,MISO,MN,True,biomass,other,America/Chicago,912901
54945,MSN,eia_only,ISNE,ISNE,CT,False,waste,other,America/New_York,911311
54950,NG,eia_only,BPAT,BPAT,OR,True,natural_gas,natural_gas,America/Los_Angeles,902705
54951,OBG,eia_only,CISO,CISO,CA,True,biomass,other,America/Los_Angeles,903901
54953,WAT,eia_only,NYIS,NYIS,NY,True,hydro,hydro,America/New_York,914704
54956,LFG,eia_only,MISO,MISO,IN,True,biomass,other,America/Chicago,912901
54965,NG,eia_only,MISO,MISO,MI,True,natural_gas,natural_gas,America/Detroit,912905
54967,DFO,eia_only,MISO,MISO,IA,True,petroleum,petroleum,America/Chicago,912908
54968,DFO,eia_only,MISO,MISO,IA,True,petroleum,petroleum,America/Chicago,912908
54969,WAT,eia_only,PJM,PJM,IL,True,hydro,hydro,America/Chicago,915704
54974,WDS,eia_only,PJM,PJM,OH,False,biomass,other,America/New_York,915701
54975,NG,eia_only,EPE,EPE,NM,True,natural_gas,natural_gas,America/Denver,907605
54979,WND,eia_only,ERCO,ERCO,TX,False,wind,wind,America/Chicago,907712
54980,LFG,eia_only,PJM,PJM,NJ,True,biomass,other,America/New_York,915701
54981,WAT,eia_only,ISNE,ISNE,MA,True,hydro,hydro,America/New_York,911304
54984,LFG,eia_only,DUK,DUK,NC,True,biomass,other,America/New_York,906901
54985,DFO,eia_only,SOCO,SOCO,AL,True,petroleum,petroleum,America/Chicago,917908
54989,LFG,eia_only,MISO,MISO,MI,False,biomass,other,America/Detroit,912901
54995,BFG,eia_only,MISO,MISO,IN,False,natural_gas,natural_gas,America/Chicago,912905
54996,GEO,eia_only,IID,IID,CA,False,geothermal,other,America/Los_Angeles,910603
54998,MSN,eia_only,PJM,PJM,VA,False,waste,other,America/New_York,915711
55002,DFO,eia_only,CPLE,CPLE,NC,True,petroleum,petroleum,America/New_York,904308
55004,NG,eia_only,PJM,PJM,IL,False,natural_gas,natural_gas,America/Chicago,915705
55005,NG,eia_only,PJM,PJM,IL,False,natural_gas,natural_gas,America/Chicago,915705
55006,LFG,eia_only,ISNE,ISNE,NH,True,biomass,other,America/New_York,911301
55009,WAT,eia_only,CISO,CISO,CA,True,hydro,hydro,America/Los_Angeles,903904
55010,NG,cems_and_eia,MISO,MISO,MN,False,natural_gas,natural_gas,America/Chicago,
55011,NG,cems_and_eia,MISO,MISO,WI,False,natural_gas,natural_gas,America/Chicago,
55014,LFG,eia_only,PJM,PJM,IL,True,biomass,other,America/Chicago,915701
55015,NG,cems_and_eia,ERCO,ERCO,TX,False,natural_gas,natural_gas,America/Chicago,
55026,NG,cems_and_eia,ISNE,ISNE,MA,False,natural_gas,natural_gas,America/New_York,911305
55027,OBG,eia_only,SWPP,SWPP,NE,True,biomass,other,America/Chicago,918601
55029,NG,cems_and_eia,MISO,MISO,WI,False,natural_gas,natural_gas,America/Chicago,
55031,NG,cems_and_eia,ISNE,ISNE,ME,False,natural_gas,natural_gas,America/New_York,
55033,OBG,eia_only,SWPP,SWPP,NE,True,biomass,other,America/Chicago,918601
55035,OBG,eia_only,MISO,MISO,IA,True,biomass,other,America/Chicago,912901
55036,NG,eia_only,TVA,TVA,TN,True,natural_gas,natural_gas,America/New_York,919405
55037,NG,eia_only,TVA,TVA,TN,False,natural_gas,natural_gas,America/Chicago,919405
55039,DFO,cems_and_eia,PNM,PNM,NM,False,petroleum,petroleum,America/Denver,
55040,NG,cems_and_eia,SOCO,SOCO,GA,False,natural_gas,natural_gas,America/New_York,917905
55041,NG,cems_and_eia,ISNE,ISNE,MA,False,natural_gas,natural_gas,America/New_York,911305
55042,NG,cems_and_eia,ISNE,ISNE,CT,False,natural_gas,natural_gas,America/New_York,911305
55043,NG,cems_and_eia,DUK,DUK,SC,False,natural_gas,natural_gas,America/New_York,
55044,BLQ,eia_only,SOCO,SOCO,AL,False,biomass,other,America/Chicago,917901
55047,NG,cems_and_eia,ERCO,ERCO,TX,False,natural_gas,natural_gas,America/Chicago,
55048,NG,cems_and_eia,ISNE,ISNE,RI,False,natural_gas,natural_gas,America/New_York,
55051,NG,eia_only,MISO,MISO,LA,True,natural_gas,natural_gas,America/Chicago,912905
55052,NG,eia_only,ERCO,ERCO,TX,True,natural_gas,natural_gas,America/Chicago,907705
55053,NG,eia_only,ERCO,ERCO,TX,True,natural_gas,natural_gas,America/Chicago,907705
55054,LFG,eia_only,PJM,PJM,IL,True,biomass,other,America/Chicago,915701
55061,NG,cems_and_eia,SOCO,SOCO,GA,False,natural_gas,natural_gas,America/New_York,917905
55062,NG,cems_and_eia,ERCO,ERCO,TX,False,natural_gas,natural_gas,America/Chicago,
55063,NG,cems_and_eia,TVA,TVA,MS,False,natural_gas,natural_gas,America/Chicago,
55064,NG,cems_and_eia,SWPP,SWPP,TX,False,natural_gas,natural_gas,America/Chicago,
55065,NG,cems_and_eia,SWPP,SWPP,TX,False,natural_gas,natural_gas,America/Chicago,
55066,WH,eia_only,MISO,MISO,IN,False,other,other,America/Chicago,912907
55067,DFO,eia_only,PJM,PJM,IL,True,petroleum,petroleum,America/Chicago,915708
55068,NG,cems_and_eia,ISNE,ISNE,ME,False,natural_gas,natural_gas,America/New_York,911305
55074,LFG,eia_only,PJM,PJM,PA,True,biomass,other,America/New_York,915701
55075,NG,cems_and_eia,MISO,MISO,AR,False,natural_gas,natural_gas,America/Chicago,912905
55076,RC,cems_and_eia,TVA,TVA,MS,False,coal,coal,America/Chicago,
55077,NG,cems_and_eia,CISO,CISO,NV,False,natural_gas,natural_gas,America/Los_Angeles,903905
55079,NG,cems_and_eia,ISNE,ISNE,MA,False,natural_gas,natural_gas,America/New_York,911305
55081,NG,cems_and_eia,TVA,TVA,TN,False,natural_gas,natural_gas,America/Chicago,
55084,NG,eia_only,CISO,CISO,CA,False,natural_gas,natural_gas,America/Los_Angeles,903905
55086,NG,cems_and_eia,ERCO,ERCO,TX,False,natural_gas,natural_gas,America/Chicago,907705
55087,NG,cems_and_eia,MISO,MISO,MI,False,natural_gas,natural_gas,America/Detroit,
55088,NG,cems_and_eia,MISO,MISO,MI,False,natural_gas,natural_gas,America/Detroit,
55089,NG,cems_and_eia,MISO,MISO,LA,False,natural_gas,natural_gas,America/Chicago,
55090,WDS,eia_only,AVA,AVA,ID,True,biomass,other,America/Los_Angeles,901801
55091,NG,cems_and_eia,ERCO,ERCO,TX,False,natural_gas,natural_gas,America/Chicago,
55093,LFG,eia_only,ISNE,ISNE,MA,True,biomass,other,America/New_York,911301
55094,LFG,eia_only,CISO,CISO,CA,True,biomass,other,America/Los_Angeles,903901
55096,NG,cems_and_eia,MISO,MISO,IN,False,natural_gas,natural_gas,America/Chicago,912905
55097,NG,cems_and_eia,ERCO,ERCO,TX,False,natural_gas,natural_gas,America/Chicago,
55100,NG,cems_and_eia,ISNE,ISNE,ME,False,natural_gas,natural_gas,America/New_York,911305
55101,NG,cems_and_eia,MISO,MISO,MI,False,natural_gas,natural_gas,America/Detroit,912905
55102,NG,cems_and_eia,MISO,MISO,MI,False,natural_gas,natural_gas,America/Detroit,912905
55103,NG,cems_and_eia,AVRN,BPAT,OR,False,natural_gas,natural_gas,America/Los_Angeles,
55107,NG,cems_and_eia,ISNE,ISNE,RI,False,natural_gas,natural_gas,America/New_York,
55109,NG,cems_and_eia,PJM,PJM,IL,False,natural_gas,natural_gas,America/Chicago,915705
55110,NG,cems_and_eia,PJM,PJM,OH,False,natural_gas,natural_gas,America/New_York,
55111,NG,cems_and_eia,MISO,MISO,IN,False,natural_gas,natural_gas,America/Indiana/Indianapolis,
55112,NG,cems_and_eia,WALC,WALC,CA,False,natural_gas,natural_gas,America/Los_Angeles,919805
55116,NG,cems_and_eia,DUK,DUK,NC,False,natural_gas,natural_gas,America/New_York,
55117,NG,cems_and_eia,MISO,MISO,LA,False,natural_gas,natural_gas,America/Chicago,
55122,NG,eia_only,MISO,MISO,TX,False,natural_gas,natural_gas,America/Chicago,912905
55123,NG,cems_and_eia,ERCO,ERCO,TX,False,natural_gas,natural_gas,America/Chicago,
55124,NG,cems_and_eia,GRIF,WALC,AZ,False,natural_gas,natural_gas,America/Phoenix,
55125,WND,eia_only,BPAT,BPAT,OR,False,wind,wind,America/Los_Angeles,902712
55126,NG,cems_and_eia,ISNE,ISNE,CT,False,natural_gas,natural_gas,America/New_York,
55127,NG,cems_and_eia,PSCO,PSCO,CO,False,natural_gas,natural_gas,America/Denver,
55128,NG,cems_and_eia,SOCO,SOCO,GA,False,natural_gas,natural_gas,America/New_York,917905
55129,NG,cems_and_eia,SRP,SRP,AZ,False,natural_gas,natural_gas,America/Phoenix,
55131,NG,cems_and_eia,PJM,PJM,IL,False,natural_gas,natural_gas,America/Chicago,
55132,NG,cems_and_eia,ERCO,ERCO,TX,False,natural_gas,natural_gas,America/Chicago,907705
55133,DFO,eia_only,MISO,MISO,MN,True,petroleum,petroleum,America/Chicago,912908
55135,NG,cems_and_eia,MISO,MISO,WI,False,natural_gas,natural_gas,America/Chicago,912905
55137,NG,cems_and_eia,ERCO,ERCO,TX,False,natural_gas,natural_gas,America/Chicago,907705
55138,NG,cems_and_eia,SOCO,SOCO,AL,False,natural_gas,natural_gas,America/New_York,917905
55139,NG,cems_and_eia,ERCO,ERCO,TX,False,natural_gas,natural_gas,America/Chicago,907705
55141,NG,cems_and_eia,SOCO,SOCO,GA,False,natural_gas,natural_gas,America/New_York,
55144,NG,cems_and_eia,ERCO,ERCO,TX,False,natural_gas,natural_gas,America/Chicago,
55146,NG,cems_and_eia,SWPP,SWPP,OK,False,natural_gas,natural_gas,America/Chicago,
55148,NG,cems_and_eia,MISO,MISO,IN,False,natural_gas,natural_gas,America/Indiana/Indianapolis,
55149,NG,cems_and_eia,ISNE,ISNE,CT,False,natural_gas,natural_gas,America/New_York,
55151,NG,cems_and_eia,CISO,CISO,CA,False,natural_gas,natural_gas,America/Los_Angeles,
